Sentence,Label
"The evidence is sufficient to support the conviction and no error appearing, the judgment is affirmed",Conclusion
"""We have been unable to see in what way the details of the injuries sustained by Mrs. Ripley and the resulting pain and suffering and probable continuance thereof shed any light upon the question of whether appellant was intoxicated, and if objection thereto had segregated this part from the evidence which was admissible a most serious question would have been presented.""",Analysis
"The conviction is for driving while intoxicated; the punishment, 3 days in jail and a fine of $50.00.",Facts
We find no error in the admission of the testimony of the prosecutrix as to such outcry or report.,Conclusion
One of the officers got out and recovered some of these contents while the officer proceeded to arrest the appellant.,Facts
"Thomas Flowers, a patrolman for the City of San Angelo, testified that on the night in question, around 10:30 or 11 P.M., while on patrol duty near the Holiman School, he noticed an automobile parked near the school and put his spotlight upon it; that the automobile started up and moved out; that after a short chase he overtook the automobile and found appellant driving and observed that his ""breeches"" were down around his knees.",Facts
Appellant did not testify or call any witnesses in his behalf.,Facts
"There is no showing in the record what the answer of any venireman would have been, and there is nothing to show that any objectionable juror served on the jury, or that appellant exhausted his peremptory challenges, or that appellant was prejudiced because any juror had or did not have conscientious scruples against the infliction of death as a punishment for the crime of rape.",Analysis
"The arrest of appellant being lawful, the incidental search of his automobile was lawful.",Analysis
By entry of judgment nunc pro tunc the original judgment has been reformed to correctly reflect that the appellant plead not guilty in the trial court rather than guilty.,Facts
The appeal is,Others
No further action pertaining to said purported bill is shown by the record.,Facts
"Mrs Hill testified that she had seen people that she knew were drunk before, and her opinion was that appellant ""was dead drunk.""",Facts
"The investigation which followed the report of the breaking and entry of the automobile led the officers to the Colder Hotel in Odessa, where the room of appellant was pointed out.",Facts
"""By a motion to quash appellant assailed the indictment, because it omitted the charge that appellant ""˜unlawfully' possessed the intoxicating liquor for the purpose of sale.",Analysis
"As to what transpired during this trip, we quote the following:",Others
"The other contentions presented have been considered, and they do not show error.",Conclusion
"When such error is for the first time called to the attention of the trial court in a motion for a new trial, this court will not reverse because of it, unless it appears, from the whole evidence adduced on the trial, that the defendant's rights may have been injured in consequence of it.""",Rule/Law/Holding
"In order to come within the purview of Article 6, the failure to include such element must render the statute so indefinite or of such doubtful construction that it might not be understood.",Rule/Law/Holding
He points out these additional facts: No alcoholic beverages were found on appellant's premises except a can of beer found in his house.,Facts
Later he heard a noise in the room and when he went in he found his wife on the floor.,Facts
"There was blood in the deceased's hair and a pool of blood on the floor at the head of the bed, and glass from a broken half gallon bottle on the floor.",Facts
The state takes the position that the refusal to so charge was not error because the evidence does not raise any of these issues.,Analysis
The judgment and sentence as recorded in the minutes show a conviction for assault with intent to murder.,Facts
"One of you, I believe is a former teacher and Veteran employee, that is the one to whom I am writing, my other request is perhaps peculiar but I want you to love me sexually and you take the part of the man and let me be the woman (I am a man).",Facts
"Bill of Exception No. 1 certifies that ""there was no person other than the Defendant who might have testified concerning the matter of whether or not the defendant has a slur or has lumbago, as was discussed in the prosecutor's argument.""",Rule/Law/Holding
This is a companion case to that of Blaylock v.,Analysis
The weapon used in the commission of a crime is admissible in evidence.,Facts
The state relied upon circumstantial evidence.,Facts
The vial contained 23 capsules and 14 tablets.,Facts
"Appellant filed a plea of former jeopardy to paragraphs No. 2 and No. 3 of the indictment and alleged as grounds therefor that he had been put to trial on May 1, 1961, in the same court in an entirely different burglary case in which the same two prior convictions were alleged in the indictment and after the jury had failed to agree in the case they were discharged by the court without appellant's consent and before they had been kept together for such time as to render it altogether improbable that they could agree.",Facts
The jury rejected the claim of alibi and the evidence is sufficient to sustain their verdict.,Analysis
"As has been stated, the report identified the blood as that extracted from Jesse Enos Ray by Dr. Gibbons, as appellant testified and as Dr. Gibbons testified.",Facts
This witness also testified that she did not know either the appellant or Billie Yvonne Coleman.,Facts
It is not necessary to appraise appellant's contention because appellant is not in a position to complain of the state's introduction of evidence of his possession of the pills when appellant admitted while testifying that he had possession of the pills.,Analysis
"Finally, we conclude that had the search resulting in the finding of the wine been unauthorized it was incumbent upon appellant to have objected to the evidence when it was offered —that is, to the introduction of the fifteen cases of wine.",Conclusion
"Finding no reversible error, the judgment of the trial court is affirmed.",Conclusion
She further testified that her son had a red and white Oldsmobile but she did not see it when he came home about 7 A.M. January 4 and the next time she saw it was in Morton a few days later.,Facts
The motion is GRANTED.,Conclusion
E. Darland and his wife testified that they observed appellant after the accident and that it was their opinion that he was intoxicated.,Facts
The evidence adduced from the seven witnesses testifying on the motion for new trial is summarized as follows:,Facts
"As has been stated, appellant was not a tenant and the apartment house belonged to the prosecutrix who authorized the search.",Facts
The permit offered in evidence was not a defense to the charge of possessing intoxicating liquor in a dry area for the purpose of sale.,Analysis
"When we first got him to the station, he was belligerent.",Facts
The fact that the felony punishment has been reduced since the conviction is not ground for attacking the conviction by habeas corpus.,Rule/Law/Holding
"The evidence is sufficient to support the conviction, and therefore the judgment is affirmed.",Conclusion
"The state did not directly nor conclusively controvert appellant's fact issues ""” unless resort is to be made to the affidavits attached to the state's answer and the statement of facts adduced at the hearing for new trial is to be disregarded.",Analysis
"We find no reversible error in the court's refusal to grant a mistrial after Officer Lambert, while testifying with reference to the date of the commission of the offense for which appellant was convicted in 1953, volunteered the statement ""all of his burglaries dated back about six months.""",Conclusion
"Assuming that the objection was sufficient, the admission of the evidence showing that a pistol was found in the automobile is not ground for reversal, the record containing a stipulation that the pistol introduced in evidence was under the front seat and was loaded, and that it was removed from appellant's car on the day in question; and appellant testified in regard to the two firearms he had in the car.",Analysis
"Witnesses were called by appellant, including two women passengers in the car with him, who testified in support of his contention that he was not intoxicated.",Facts
"""THE COURT: That is sustained; the jury won't consider it for any purpose whatsoever.",Others
Appellant challenges the sufficiency of the evidence to support the conviction.,Facts
"On June 19, Dallas Police Officers arrested the appellant, who was found hiding in a clothes closet, Mendenhall, who had a loaded pistol in his belt, and two companions in Mendenhall's apartment.",Facts
"He testified that he then discovered that the door of the house between the patio and back yard had been pried open and ""there were scratches where it had been pried open.""",Facts
"Deputy Sheriff Miller of Parker County testified that she had made an intensive investigation in the vicinity of Aledo and was unable to find any James Powell, Route 1, Box 406, as State's Exhibit No. 1 was endorsed.",Facts
"The evidence shows that the needle, eyedropper and the four bottles of pills and capsules were delivered by Officer Geffert to Chemist and Toxicologist Thomas L. Metz of the Houston Police Department.",Facts
"Trial was at the July-October, 1961, term of the court upon appellant's plea of guilty to the indictment and waiver of a trial by jury.",Facts
"In his motion for new trial, appellant urged that during the jury's deliberations they received other testimony; that shortly after the jury retired they agreed upon a ""guilty"" verdict; that there was a ballot taken as to punishment, wherein several jurors were for a suspended sentence, several were for a short sentence up to ten years, and only two were for death or a long sentence.",Facts
"Upon an immediate investigation, a two-toned red and white ’55 Oldsmobile 88 automobile which had turned over several times was found by the side of the road near the curve about 80 yards from the Hatcher residence.",Facts
We must determine whether the court erred in declining to grant a mistrial.,Issue
"And, during this period of time that you talked with him, what was his manner of speech, how did he form his words and speak to you?",Others
"The appellant was removed to the Harris County Jail, and his pickup truck was driven to the Harris County Courthouse.",Facts
No statement of facts of the evidence adduced upon the main trial on the issue of appellant's guilt accompanies the record and appellant's sole contention on appeal is that the court erred in overruling his plea of former jeopardy.,Facts
"Article 52-87a2, C.C.P., provides that the above named courts shall have and exercise concurrent jurisdiction with each other in all felony cases, and in all matters and proceedings of which the said Criminal District Court of Tarrant County originally had jurisdiction; and either of said judges of said Criminal District Courts may in their discretion, by proper order, transfer any cause that may at any time be pending in his court to the other Criminal District Court.",Rule/Law/Holding
"That Chapter 6, Title 17 of the Penal Code of the State of Texas, 1925, be and the same is hereby amended by adding a new Article to be known as Article 1404b to read as follows * * *""",Rule/Law/Holding
"There is no showing as to whether this was before or after the confession was made or that the ""swollen"" condition of his face was the result of any externally applied force.",Facts
We need not pass upon the question as to whether or not Tafolla was an accomplice witness because the trial court instructed the jury that he was and further charged them on the law of circumstantial evidence.,Analysis
"Such an instruction need not be given when the state's evidence is direct, nor if the facts proven are in such close juxtaposition to the main fact to be proved as to be equivalent to direct testimony.""",Rule/Law/Holding
"They testified that appellant, who was in the automobile alone, smelled like he had beer on his breath, that he was ""wobbly"" after he got out of the automobile and spoke in a thick tongued manner, slurring his words, and expressed the opinion that he was intoxicated.",Facts
"He didn't want to raise his head.""",Facts
"The court granted relator's request at 11:40 A.M. and recessed the cause until 1:15 P.M. Court resumed at 1:15 P.M., at which time the defendant failed to appear, and upon his name being called at the courthouse door by the sheriff the defendant did not answer.",Facts
The question was raised for the first time on appeal.,Others
"He stated that Fields later returned with appellant, whom he represented to be his oil field boss or driller, a Mr. Hall.",Facts
"While they were in the store, a shot was fired and the two ran outside and fled.",Facts
"The appellant, while testifying in his own behalf, admitted that the pills were in his pants pocket at the time in question and had been in his possession for about three days, but that he had no idea that the pills contained amphetamine.",Facts
"In view of our disposition of this case, a recitation of the facts will not be deemed necessary other than to observe that there is no evidence in the record that appellant had ever before been convicted of any offense.",Analysis
"Trial in said cause was before the court, a jury being waived.",Facts
"That all permitted signs are illegal per se if not in English or Chamorro or without a translation into either, is contradictory to the most basic right of a democratic society - the First Amendment right to freedom of speech.",Analysis
Various witnesses said that Jackson was standing on the porch with a knife in his hand but that his hands were down at his side and that he never used the knife.,Facts
The physician further testified that death resulted from the two gun shot wounds in the abdomen.,Facts
"A statement of facts, setting forth the testimony heard at the hearing, accompanies the record before us.",Facts
This witness was at Jo Ann's house on the 5th of August and was present at the time the embryonic sac burst.,Facts
"Our prior opinions herein are withdrawn, and the following is substituted in lieu therefor.",Others
"The record reflects that about the time two other officers knocked on the apartment door, Officer Blessing was standing outside and heard the screen fall to the ground, which he found to be from Mendenhall's apartment.",Facts
Appellant questions the sufficiency of the evidence to sustain the conviction on various grounds.,Issue
"Appellant and his companion made both oral and written confessions, but appellant’s written confession was not introduced in evidence.",Facts
"He further testified, without objection, that the appellant read the statement, said he signed it and that it was true, and made no claim that it was involuntarily made.",Facts
"There are no formal bills of exception, nor are there any informal bills.",Facts
"It charges appellant with committing the robbery by exhibiting ""a firearm, to-wit: gun"".",Rule/Law/Holding
"Fuller testified that he knew appellant and had arrested him on prior occassions; that he was wearing his badge on the occasion in question; that appellant started telling him ""about the trucks and the dust;"" that he informed appellant that the road over which the trucks were traveling was in Upshur County and out of his jurisdiction; and that he warned appellant not to take the law into his own hands but report the matter to the sheriff of the proper county.",Facts
ON MOTION FOR REHEARING,Others
"Troublefield testified that about April 21, he agreed to let Dale Barnett put a calf in his barn until Dale could sell it; that it was a white-faced calf and that it later got out of the barn.",Facts
The trial court sustained the objection and instructed the jury to disregard the testimony complained of.,Facts
"Proof that the named female was procured ""to be"" at the place named for the purpose of meeting and having sexual inter""¢course with a male person constituted an offense under the statute.",Facts
* * * A variance as to name in an indictment has been held not fatal if it is not the name averred to be forged.',Rule/Law/Holding
"605, 183 S.W. 2d 177; Judge Hawkins, speaking for the Court, said, ""It is well established as a general rule that upon the trial of one charged with crime it is not permissible to show that another jointly or separately indicted for the same offense has been convicted or acquitted.""",Rule/Law/Holding
"Appellant, testifying in his own behalf, stated that he was in Olney on the day in question attending his wife who was a patient in the hospital; that Fields, whom he had known for some time, came to the hospital and asked that he accompany him to the filling station and vouch for him; that he did so and ""stood good for Jerry Fields gasoline"".",Facts
He related that he was in the kitchen drinking coffee when he saw the complainant come to his brother's shop.,Facts
"A statement of facts approved by the trial judge was filed in the trial court on January 17, 1961, and in this court the next day.",Facts
Appellant's contentions are without merit.,Analysis
The State's evidence shows that appellant was stopped and arrested around 2 A.M. by Officer Don Garrison after he had clocked appellant driving his automobile at a speed of 80 miles per hour on the Pan American Expressway in the city of San Antonio.,Facts
"Mrs. Mooney, while testifying, expressed the opinion that the accused was the same person who presented the check and for whom she cashed it.",Facts
"She further testified that the man appeared to have been drinking, was wearing white khaki clothing, and had bushy hair but that she could not identify appellant as the man.",Facts
The state has ably briefed the question and has pointed out many authorities to sustain its position that these judgments were admissible.,Analysis
"Think of his side but also think of the other side, the people who have to travel our highways, they are the ones that are involved in this case.",Others
"The evidence is sufficient to sustain the conviction, and no reversible error appearing, the judgment is affirmed.",Conclusion
"Appellant did not testify in his own behalf, but offered evidence that one Raymond Gonzales was in jail on charges in nine forgery cases.",Facts
The clerk testified that since the date of that election there had been no election declaring Smith County a wet area.,Facts
"The appellant did not testify or offer any testimony, and no brief has been filed in his behalf.",Facts
"Robert and appellant returned that afternoon and engaged in another dice game, and Robert had several dollars in his hand when the deceased entered the room with a paper bag in his hand and began cursing him, and told him that he had thought about the money the proprietor had given him and he had come back to take it, and put the paper bag in his pocket and grabbed him.",Facts
Highway Patrolman Ben L. Bean testified that he arrested the appellant while he was driving a Falcon pickup truck in the vicinity of Dayton in Liberty County.,Facts
Appellant objected to this testimony on the ground that at the time he made such statement to the officer he was under arrest; that the statement was not reduced to writing after proper warning and that it was improper impeachment.,Facts
"The allegation in the information that appellant did ""send and cause to be sent"" the anonymous letter was in the language of the statute, Art. 1295, supra, and sufficient to allege the manner and means by which the offense was committed.",Analysis
"The state's testimony reflects that Mrs. Mabel Cummings was the president of Urbana Sand and Gravel Company, the corporation being the owner of the store that was broken into without her consent.",Facts
The Chevrolet had moved 46 feet from the point of impact and there were skid marks 56 ft. in length in a southerly direction on Westmoreland Street.,Facts
"The evidence shows that Arnold Boulevard was open and was traveled by the public on the date appellant drove thereon while intoxicated, though the evidence further shows that Dyess Air Force Base was fenced; the Boulevard was built by the government; there were gates which at times were closed and the Base Commander and those under his command were responsible for the controlling of vehicular traffic on its roads and could and would, at times in their discretion, obstruct ail entrances and bar admittance to anyone that wanted to enter.",Facts
"Chapter 6 Title 17 of the Penal Code includes Art. 1406 P.C. which provides in part that the definitions, rules and explanation of terms in the preceding chapter are applicable to such terms in Chapter 6.",Rule/Law/Holding
"The evidence of the state in this case is substantially the same as that shown in the decision of Blaylock's case, supra.",Analysis
Appellant's remaining contention is that there was no evidence that the offense charged was committed in Texas.,Issue
And the offense please?,Others
"Upon his plea of guilty before the court, a jury being waived, appellant was found guilty of assault with intent to murder with malice, and assessed a punishment of 15 years.",Facts
"He testified that after they had observed this conduct for a short time he and Barnett burst out into the latrine, at which time he saw appellant's sex organ in an upright position as he withdrew from ""bodily contact"" with Pelton, that Pelton's rectum ""was red and looked like it was turned wrong side out,"" and likened it to the rectum of a horse immediately after discharging waste matter.",Facts
"Chapa testified that on the following Sunday appellant did return, but when he was told that Chapa had determined the check was no good appellant fled with his (Chapa's) son in pursuit.",Facts
"He testified that he found a quantity of green particles in both of appellant's shirt pockets and in one pocket of his pants, and he placed these substances in packages which he identified at the trial as State's Exhibit No. 2.",Facts
"It is worthy of note that in addition to the provisions dealing with health professionals, Â§6500.13 includes the limitations on liability which are an essential part of the Government Claims Act.",Rule/Law/Holding
Appellant next insists that the court erred in refusing to charge the jury on circumstantial evidence because there was no direct evidence that he fraudulently converted the mohair to his own use and benefit.,Issue
"""Examining the impeaching testimony of the officer in the matter now before us, it is not made to appear that the vagrancy to which appellant pleaded guilty, as asserted by the officer, could be admissible as impeaching testimony.""",Analysis
"When they arrived in Tyler, they were unable to find their victim or his automobile and went to his apartment in their search, at which time she was questioned by two ambulance drivers.",Facts
"Upon a plea of not guilty before the court without a jury, the appellant was convicted of the illegal possession of amphetamine; the punishment, a fine of $100.",Facts
"While the motion to quash was not timely made, being filed and presented after selection of the jury and after appellant entered his plea of not guilty, we have considered the grounds urged by appellant and find the allegations of the information sufficient to charge an offense.",Analysis
This contention rests on Sheriff Owen's testimony before the jury that he told the appellant to tell the truth; that it would be better for him to tell the truth; and he explained to him that if he did not it would still be against him.,Facts
Appellant also denied that the cigarette lighter and pencil found in her home belonged to him.,Facts
There are no formal or informal bills of exception and no brief has been filed on behalf of appellant.,Facts
"Later on Monday evening, appellant called Mrs. Wilhite, inferred that she had turned him in, and asked her to start working as a prostitute and make money to repay him for the money he had been out in making bail.",Facts
Such an appeal is authorized.,Rule/Law/Holding
"Appellant's brother and another witness corroborated his testimony, but no witness testified to any overt act on the part of Garza.",Facts
No such burden exists in cases involving First Amendment rights.,Facts
On March 29 appellant made and signed a written statement to Officer Rodney Vugteveen in which he admitted and described in detail how he and his companions obtained the tires and tube from the injured party by using the Gulf Credit Card and falsely representing to him that they had the truck on the road and needed some tires.,Facts
It has been consistently held that a variance between the complaint and the information as to the date when the offense was committed is fatal to the validity of the information.,Analysis
The appellant’s motion for rehearing is granted; the opinion and order affirming the conviction is withdrawn and the judgment is now reversed and the cause remanded.,Conclusion
"Appellant, if we understand his position correctly, contends that the evidence did not overcome the outstanding hypothesis that Orby Arthur and not he possessed the intoxicants.",Issue
The remaining complaint relates to alleged jury misconduct.,Facts
The bill of exception does not show an abuse of discretion on the part of the trial court in overruling the motion for continuance.,Analysis
We shall set forth all of the evidence adduced by both the state and the appellant with references to these prior convictions.,Analysis
"It is observed that no motion for a new trial was filed, and the court in its charge to the jury did not mention the death penalty.",Facts
The state's evidence shows that on the day in question Customs Officers Donald J. Hauff and Stewart Adams received information that the appellant was to take delivery of a quantity of marijuana near a cafe in the city of Harlingen.,Facts
"Appellant Martin, by written motion sought to quash the citation issued and served on him.",Facts
* * * * I called Mrs. Downey and told her that I would like to bring some of Mike’s clothes over there as he had left them at my place.,Facts
"Guam's Government Claims Act differs from those of many other jurisdictions, for while the act waives the sovereign immunity of the territory, it does not indemnify or immunize the employee.",Analysis
"The evidence is deemed sufficient to sustain the conviction upon appellant's plea of guilty, and we find no error.",Conclusion
"Appellant said he lived in Fort Worth, and gave the number of a certain street as his address which appears on the rental agreement.",Facts
"This is not, as I see it, the case before us here.",Others
I hope you will see me.,Others
"The indictment charged that the appellant did unlawfully possess a narcotic drug, to-wit: dolophine.",Facts
"For the defect pointed out in the information, the judgment is reversed and the cause is remanded.",Conclusion
Appellant did not testify or offer any evidence in his behalf.,Facts
The Court finds Â§17402 of the Government Code of Guam to be an unconstitutional infringement upon a citizen's First Amendment right to freedom of speech.,Conclusion
"* * *"" The mere omission, in the court's order of transfer, of a recitation that it was with consent of the court to which the transfer was made would not render the order of transfer void.",Analysis
"This statute states that ""The following persons are and shall be punished as vagrants, viz. * * * ,"" and then lists twenty-one (21) distinct categories or sections by way of classifying the persons amenable to this act, among them being persons known as tramps, persons leading an idle, immoral, or profligate life, who have no property to support them, and who are able to work and do not work; persons able to work who have no visible means of support; habitual loafers and loiterers, persons trading or bartering stolen property; every common gambler, gypsies, beggars, every common prostitute, every able-bodied person who lives without employment or labor, and who has no visible means of support.",Rule/Law/Holding
He further testified that the reason he signed the statement of April 21 was because a lieutenant at the police station told him if he would sign the statement the court would be more lenient with him and he would not get the chair.,Facts
I respectfully dissent.,Others
"Both cases were again set for trial on March 27, 1961.",Facts
"The court responded: ""Yes.""",Others
"The sole question presented for review is the alleged failure of the State to prove the unnecessary allegation in the information that the sale was made ""on the premises of 5th and Fillmore Street, City of Amarillo"".",Issue
"The burglary was committed on the night of October 9, 1959.",Facts
CONCURRING OPINION,Others
"When asked if he was shooting at Jimmy Ann Davis, appellant replied, “Yes sir.",Facts
"While he was driving, appellant told his companion, Helen Jackson, to give him the money because his connection ""Roy"" would only sell to him.",Facts
"The prosecutrix testified that appellant sprang at her, forced her into the bedroom and onto the floor, removed her underclothes and opened his trousers; that he jerked her to her feet; pushed her on the bed, and that she resisted throughout with all the strength she had.",Facts
"""Q. Tell us what happened in the house,",Others
Appellant's guilt as a principal also depended on proof by circumstantial evidence.,Analysis
Appellant then said he wanted to kiss her.,Facts
"We said: ""In the absence of a showing in the bill that the conversation was",Others
I am the one who has to prosecute the people who take the lives of others on our highways every day.,Others
"When the coffee failed to revive prosecutrix, they took her to a funeral home where they secured some ammonia inhalants and the aid of attendants, but all efforts to revive prosecutrix failed, and they were advised to take her to a hospital.",Facts
Great stress is placed on the fact that Jerry's underclothes were shown to be bloody while those of appellant were not.,Facts
"She further related that when she reached the home and shop of appellant she spoke to him, inquired where his daughter was and, being told the daughter was not there, told appellant about her ""bike"" being broken and asked him to fix it, then borrowed a ""bike"" from appellant and rode off to look for her schoolmate, the daughter of appellant.",Facts
"No reason exists why the rule should not apply to a sodomy case such as the one before us where the victim of the lust is a young boy, 13 years of age, when the acts are committed.",Analysis
"Appellant was convicted in the District Court of Brazos County, after a change of venue from Leon County, for the offense of murder and his punishment assessed at confinement in the penitentiary for forty years.",Facts
"Certain clothing of appellant was introduced in evidence, including a pair of white pants, a white shirt, and a pair of shorts worn by the appellant which, upon being examined by Chemist Charles Smith of the Texas Department of Public Safety, was found to contain seminal stains thereon.",Facts
"However, rather than hear the motion to suppress, the Superior Court entertained an application to disqualify the Attorney General of Guam from acting as prosecutor in the case.",Facts
"The trial court was, in this case, the trier of facts as well as law.",Analysis
"Undercover agent Tolliver of the Liquor Control Board testified that he accosted appellant, a cab driver, in front of the Crossroads cafe at Fifth and Fillmore at 2:30 A.M. on the night in question and asked him for some whiskey, that appellant instructed him to wait and soon returned, that he got in the cab and appellant asked him for the money, that as the cab was moving he asked appellant where the whiskey was and was instructed to look on the floorboard, that he paid appellant ""between Fifth and Fillmore and Fifth and Pierce"" (one block away), where he alighted from the cab.",Facts
"On cross-examination, he admitted that he did not see appellant's private penetrate Pelton's rectum, because they both had their backs to him, but he did testify to bodily contact between the parties, and that appellant's penis was ""very muchly erected.""",Facts
“There was a material change in the penalty.,Analysis
"They said the appellant then got in his pickup and left at a rapid rate of speed, spinning his wheels as he left and almost struck Mrs. Jackson with his pickup.",Facts
"While the questions were argumentative and appellant's objection should have been sustained, under the record, the court's ruling does not call for a reversal of the conviction.",Analysis
"These are companion cases, and, although appellants were separately indicted, by agreement they were tried together and the appeals are hereby consolidated.",Facts
A small portion of the front of appellant’s car struck a small portion of the right-hand side of the Smith car.,Facts
"The offense is statutory rape; the punishment, 5 years.",Facts
The jury resolved this issue against appellant.,Conclusion
"Upon a plea of guilty before the court without a jury, appellant was convicted of the offense of driving while intoxicated and his punishment assessed at 3 days in jail and a fine of $50.",Facts
"During the course of the trial, the State introduced evidence that Fields had, prior to the instant trial, been convicted for the same offense and was serving his sentence.",Facts
It is insisted that the trial court erred in permitting a member of the grand jury to testify in rebuttal to testimony given by appellant on cross-examination by the state showing that he did not repudiate his written confession while testifying before the grand jury as he had' on the trial.,Issue
"Since Articles 262 to 269, V.A.P.C., were repealed by the Acts of 1959, 56th Legislature, page 34, chapter 22, section 1, we must determine on this habeas corpus hearing whether or not the facts set forth in the indictment constitute a violation of any valid penal statute.",Issue
"We adhere to such ruling, and overrule appellant's contention.",Conclusion
"En route, appellant told him that he and the prosecutrix had been taking pills, showed him the box, and instructed him to stop the automobile so that he might hide them.",Facts
"The offense is procuring; the punishment assessed by the jury, 30 days in jail and a fine of $50.",Facts
We find the evidence sufficient to sustain the conviction.,Conclusion
"The act charged as the basis of the offense of loitering for which he was convicted is not one defined by the Penal Code of the State, but is one allegedly made an offense solely by virtue of the city ordinance.",Analysis
"The voluminous statement of facts, consisting of 531 pages, contains only one informal bill of exception.",Facts
The sole question presented by brief relates to argument.,Others
"The formal bill of exception which appears in the transcript sets forth two portions of the prosecutor's argument, but nowhere therein is it shown that an objection was made thereto.",Facts
"""It is a case in which a female, whether wed or unwed, consenting to the act of an abortion, and for the filthy, measly price of $75.00 in money, in effect, squelch out, kill and murder some unborn child * * *",Facts
"In the statement, appellant admitted having written the letter in question and placing it in the mail box at the home of the prosecuting witness.",Facts
"Appellant, as a witness in his own behalf, gave his version of the collision and testified that he was not intoxicated.",Facts
Thus employees are freed to some extent from concern about individual liability which make them overly cautious about their actions being found negligent and adversely affect their function as employees.,Analysis
The Government consents to be sued only as provided in the Act. It can not be easily construed in the absence of express language that the adoption of Â§680.1 of the Code of Civil Procedure necessarily implied a repeal of Â§6500.15 of the Government Code.,Analysis
"Defendant argues that the correct interpretation of the various provisions is that the Claims Act procedures are applicable while in the event of liability, GMH funds, rather than Government Claims Fund, will be drawn against.",Facts
"After trial, sentence, and notice of appeal to this court, appellant was adjudged insane and committed to a state hospital.",Facts
"During the night and following day, Sunday, he continued to call and talked to Mrs. Wilhite about her daughter, who was still missing.",Facts
"E. Fields, surities on a habeas corpus bond wherein Tennyson Searcy is principal, from the final judgment of Criminal District Court No. 2, of Dallas County, forfeiting said bond.",Facts
The court further instructed the jury on the law of principals and submitted the defensive issue of whether the deceased's death was caused by acts of the appellants.,Facts
He also testified that he fired a third shot which was also accidental.,Facts
"The evidence is sufficient to support the conviction and, no error appearing, the judgment is affirmed.",Conclusion
"Included in the prison records were certified copies of the indictment, judgment, and sentence in Cause No. 61808, Styled The State of Texas v. Marion Todd, on the docket of Criminal District Court No. 2 of Harris County which showed that on October 17, 1949, the defendant therein was convicted in said court of the offense of burglary and certified copies of the indictment, judgment, and sentence in Cause No. 70168, styled The State of Texas v. Marion Earl Todd, on the docket of Criminal District Court No. 3 of Harris County which showed that on November 3, 1953, the defendant therein was convicted in said court of the offense of felony theft.",Facts
"616, 51 S.W. 2d 715, which holds that ""the definition of larceny which omits ""˜without the consent of the owner' is now universally conceded to be defective"" and that a theft statute which omits such an element is inoperative as such.",Rule/Law/Holding
"The proof further shows that on April 6, 1960, the date Gee delivered the mohair to L. Schwartz Company, the company was in financial difficulty and was in fact insolvent and that a short time thereafter the company closed and was placed in bankruptcy.",Facts
"The affidÃ¡vit of Milton C. Kitchens, defendant in the cause, has also been filed in this court in which he swears that he left",Facts
Reliance is had upon Toombs v.,Rule/Law/Holding
"Under a proper instruction from the court on murder with malice, murder without malice, and accident, the jury chose to accept the evidence as presented by the witnesses for the state, and rejected that of the appellant.",Facts
"And beaten you up many times, had he not?",Others
"No statement of facts accompanies the record, and there are no formal bills of exception.",Facts
"""I asked him if he was driving the other automobile and he said ""˜That's right, and I went and made an apology for that wreck.' """,Facts
The issue of intoxication was sharply contested.,Issue
Mr. Rust testified that the key was not in the automobile and that he did not give anyone his consent to take the car.,Facts
"Although the exercise of this discretion is subject to review, it will not be disturbed unless a clear abuse is shown.",Rule/Law/Holding
"On his cross-examination by State's counsel, appellant denied that he told Officer Evans he had been up all night with his girl companion drinking Ezra Brooks whisky.",Facts
"He arrived in Fort Worth on January 16 but could not be located at the Fort Worth address he gave in El Paso, nor did his relatives at said address know of his whereabouts.",Facts
"The boy further testified, ""* * * he (appellant) put his mouth on my private parts * * *"" and had him put his private part in appellant's rectum.",Facts
The manager paid him $4 per sack and the appellant gave him a receipt.,Facts
"Rather, it provides that judgment or settlement of a government claims action bars further action against the employee (6500.20).",Analysis
"After appellant's arrest, Officer Chavez searched him in the narcotics office of the Houston Police Department.",Facts
"The offense is driving while intoxicated; the punishment, 5 days in jail and a fine of $150.",Facts
"In view of the amount of alcohol found in the blood, had alcohol been used to cleanse it would not have affected the doctor's conclusion that the result showed intoxication, hence would not warrant reversal.",Analysis
"The offense is carrying a pistol as a second offender; the punishment, confinement in jail for a period of 210 days.",Facts
"The offense is fondling the sexual parts of a male under 14 years of age; the punishment, confinement in the penitentiary for 6 years.",Conclusion
"The arguments complained of by Bills No. 1, 2 and 3 are, in order, as follows:",Facts
"However, it does not appear that exception was reserved to the court's failure to submit the issue.",Facts
The car was of the value of more than $50 and was taken without the owner’s consent.,Facts
Both cases were reversed for insufficient evidence.,Conclusion
Judgment nisi was entered forfeiting the defendant's appearance bond.,Facts
"""The asking of the question was improper impeachment of the defense witness and the court properly sustained the objection and excluded the answer.",Analysis
The offense report appears in the record.,Facts
Both tracts of land were enclosed by a four barbed wire fence.,Facts
"For all practical purposes, the application for the suspended sentence, with the affidavit, was already in the evidence, without being admitted.",Facts
"In his closing argument, the prosecutor said, “It’s a reasonable deduction, since he went into this, that this isn’t the first time this man has been in jail.”",Analysis
"While the court's comment was improper, under the record we do not deem it such a comment as was reasonbly calculated to prejudice the rights of appellant.",Analysis
We overrule appellant's remaining contention that the evidence is insufficient to show that the offense was committed within the period of limitation.,Conclusion
